Name,공지업무채널_슬랙미발송,파츠명,판매상태,담당자,판매상태 변경사유,적용 굿즈명,Goods code,변경일,end time,변경일(인터페이스용),end time(인터페이스용),parts_RECORD_ID (from 파츠명),newest record,판매상태 변경,Autonumber,담당자 이름,파츠 이름,확인 요청 사항,재고소유구분 (from sync_parts),품절 성격,품절 사유,파츠 유형 (from 파츠명),굿즈품절여부
SSU001340,,PT1682-트래블링차량용소화기_레드,일시품절,정승윤,협력사 CAPA 부족으로 24년 내 납품이 불가합니다.,세이프라이프 차량용소화기,TCFE,2024.11.7 2:28오후,2025.1.24 2:42오후,2024.11.7,2025.1.23,rec2yPU6XZzsdEmAk,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec2yPU6XZzsdEmAk,1340,정승윤,PT1682-트래블링차량용소화기_레드,,협력사,,,Product Parts,
SSU001341,,PT1685-트래블링차량용소화기_블랙,일시품절,정승윤,협력사 CAPA 부족으로 24년 내 납품이 불가합니다.,세이프라이프 차량용소화기,TCFE,2024.11.7 2:29오후,2025.1.24 2:42오후,2024.11.7,2025.1.23,rectpbAuPPfet38Oo,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rectpbAuPPfet38Oo,1341,정승윤,PT1685-트래블링차량용소화기_블랙,,협력사,,,Product Parts,
SSU001342,,PT1684-트래블링차량용소화기_화이트,일시품절,정승윤,협력사 CAPA 부족으로 24년 내 납품이 불가합니다.,세이프라이프 차량용소화기,TCFE,2024.11.7 2:29오후,2025.1.24 2:42오후,2024.11.7,2025.1.23,recyxlo5j0Qk6me4O,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recyxlo5j0Qk6me4O,1342,정승윤,PT1684-트래블링차량용소화기_화이트,,협력사,,,Product Parts,
SSU001343,,PT4330-히트업손난로보조배터리_화이트,일시품절,김민정,재고소진으로 일시품절합니다.,히트업 손난로 보조배터리,HTUS,2024.11.11 3:36오후,2024.11.28 5:53오후,2024.11.11,2024.11.27,recnvehbqsffrVMPd,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recnvehbqsffrVMPd,1343,김민정,PT4330-히트업손난로보조배터리_화이트,,협력사,,,Product Parts,
SSU001344,,PT4331-히트업손난로보조배터리_그레이,품절예정,김민정,그레이 200개 추가 확보했습니다.,히트업 손난로 보조배터리,HTUS,2024.11.11 3:36오후,2024.11.15 3:17오후,2024.11.11,2024.11.14,recxsYfYysS6YXUWX,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recxsYfYysS6YXUWX,1344,김민정,PT4331-히트업손난로보조배터리_그레이,,협력사,,,Product Parts,
SSU001345,,,일시품절,김민정,재고소진으로 일시품절합니다.,,,2024.11.12 10:38오전,2024.12.9 2:40오후,2024.11.12,2024.12.8,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1345,김민정,,,,,,,
SSU001346,,PT1236-슬로건다이어리_그레이,판매가능,김민정,판매재개합니다!,슬로건 다이어리,SLGN,2024.11.14 5:51오후,2024.12.26 2:21오후,2024.11.14,2024.12.25,recuLKG9FYarPEjVt,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuLKG9FYarPEjVt,1346,김민정,PT1236-슬로건다이어리_그레이,,신시어리,,,Product Parts,
SSU001347,,PT4331-히트업손난로보조배터리_그레이,일시품절,김민정,"재고소진으로 품절입니다.

화이트 컬러 12월 초중순 입고 예정으로 입고일정 확인되면, 공유드리겠습니다.",히트업 손난로 보조배터리,HTUS,2024.11.15 3:17오후,2024.11.28 5:54오후,2024.11.15,2024.11.27,recxsYfYysS6YXUWX,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recxsYfYysS6YXUWX,1347,김민정,PT4331-히트업손난로보조배터리_그레이,,협력사,,,Product Parts,
SSU001348,,,일시품절,김민정,재고소진으로 일시품절입니다. 재입고일 확인후 재공지드리겠습니다.,,,2024.11.18 10:23오후,2024.11.20 12:05오후,2024.11.18,2024.11.19,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1348,김민정,,,,,,,
SSU001349,,,일시품절,김민정,재고소진으로 일시품절입니다. 현재 커스텀 대량건이 많아 재입고일 확인이 어렵습니다. 일정 확인후 재공지 드리겠습니다.,,,2024.11.20 12:05오후,2025.2.26 5:33오후,2024.11.20,2025.2.25,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1349,김민정,,,,,,,
SSU001350,checked,PT3856-미스트워터보틀_더스티핑크,제품 철수(졸업),정승윤,협력사 재고 소진 완료 / 재입고 예정 없음,미스트 워터보틀,MIST,2024.11.21 5:00오후,2025.3.11 11:21오전,2024.11.21,2025.3.10,reczhBTwD3QmLu6uO,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reczhBTwD3QmLu6uO,1350,정승윤,PT3856-미스트워터보틀_더스티핑크,,신시어리,,,Product Parts,
SSU001351,,,제품 철수(졸업),안다정,협력사 자체 단종되어 판매 불가 (내부적으로 판매가 저조하여 별도공지 없이 단종처리하심),,,2024.11.26 3:45오후,,2024.11.26,2026.9.3,,reckrKCc7XgLd1L1v,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1351,안다정,,,,,,,
SSU001352,checked,PT4263-플러스멀티충전스테이션_블랙,판매가능,김민정,최초등록,플러스 멀티충전 스테이션,PLSM,2024.11.27 3:05오후,2025.1.13 2:21오후,2024.11.27,2025.1.12,recyM5hYOiHhO77wO,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recyM5hYOiHhO77wO,1352,김민정,PT4263-플러스멀티충전스테이션_블랙,,협력사,,,Product Parts,
SSU001353,checked,PT4262-플러스멀티충전스테이션_크림,판매가능,김민정,최초등록,플러스 멀티충전 스테이션,PLSM,2024.11.27 3:05오후,2025.1.13 2:23오후,2024.11.27,2025.1.12,recRmBYnWRG3gEvd8,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recRmBYnWRG3gEvd8,1353,김민정,PT4262-플러스멀티충전스테이션_크림,,협력사,,,Product Parts,
SSU001354,checked,PT4478-스탠리슬림보틀_매트블랙,일시품절,김민정,협력사재고소진 / 1월~3월 사이 입고 예정,스탠리 슬림 보틀,STLS,2024.11.27 6:20오후,2024.12.5 4:25오후,2024.11.27,2024.12.4,recXEinwby7Rjczvw,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recXEinwby7Rjczvw,1354,김민정,PT4478-스탠리슬림보틀_매트블랙,,협력사,,,Product Parts,
SSU001355,checked,PT4476-스탠리슬림보틀_폴라화이트,일시품절,김민정,협력사재고소진 / 1월~3월 사이 입고 예정,스탠리 슬림 보틀,STLS,2024.11.27 6:20오후,2024.12.5 4:25오후,2024.11.27,2024.12.4,recuJdsdoDVRHBztP,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuJdsdoDVRHBztP,1355,김민정,PT4476-스탠리슬림보틀_폴라화이트,,협력사,,,Product Parts,
SSU001356,checked,PT4477-스탠리슬림보틀_해머톤그린,일시품절,김민정,협력사재고소진 / 1월~3월 사이 입고 예정,스탠리 슬림 보틀,STLS,2024.11.27 6:20오후,2024.12.5 4:25오후,2024.11.27,2024.12.4,recsPKHhZzIPj9tx3,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recsPKHhZzIPj9tx3,1356,김민정,PT4477-스탠리슬림보틀_해머톤그린,,협력사,,,Product Parts,
SSU001357,checked,PT4391-스탠리데일리텀블러_매트블랙,판매가능,김민정,최초등록,스탠리 데일리 텀블러,STLD,2024.11.27 6:21오후,2024.11.27 6:27오후,2024.11.27,2024.11.26,rec36X3VknUXJImhJ,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec36X3VknUXJImhJ,1357,김민정,PT4391-스탠리데일리텀블러_매트블랙,,협력사,,,Product Parts,
SSU001358,checked,PT3400-스탠리데일리텀블러_폴라화이트,판매가능,김민정,최초등록,스탠리 데일리 텀블러,STLD,2024.11.27 6:21오후,2024.11.27 6:26오후,2024.11.27,2024.11.26,recBzrI3FPjyHKgp4,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recBzrI3FPjyHKgp4,1358,김민정,PT3400-스탠리데일리텀블러_폴라화이트,,협력사,,,Product Parts,
SSU001359,checked,PT3401-스탠리데일리텀블러_해머톤그린,판매가능,김민정,최초등록,스탠리 데일리 텀블러,STLD,2024.11.27 6:21오후,2024.11.27 6:26오후,2024.11.27,2024.11.26,reccHYWlVSclIXjf7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reccHYWlVSclIXjf7,1359,김민정,PT3401-스탠리데일리텀블러_해머톤그린,,협력사,,,Product Parts,
SSU001360,,PT3401-스탠리데일리텀블러_해머톤그린,품절예정,김민정,"체크파이널 인입건 제외하고 남은 수량은 아래와 같습니다.
현재 재입고 예정일이 내년으로 예상되어, 현재고 소진 후 일시 품절 예정입니다. 

스탠리 데일리텀블러
- 해머톤 그린 120개
- 매트블랙 : 130개
- 폴라화이트 : 250개",스탠리 데일리 텀블러,STLD,2024.11.27 6:26오후,2024.12.2 4:56오후,2024.11.27,2024.12.1,reccHYWlVSclIXjf7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reccHYWlVSclIXjf7,1360,김민정,PT3401-스탠리데일리텀블러_해머톤그린,,협력사,,,Product Parts,
SSU001361,checked,PT3400-스탠리데일리텀블러_폴라화이트,품절예정,김민정,"체크파이널 인입건 제외하고 남은 수량은 아래와 같습니다.
현재 재입고 예정일이 내년으로 예상되어, 현재고 소진 후 일시 품절 예정입니다. 

스탠리 데일리텀블러
- 해머톤 그린 120개
- 매트블랙 : 130개
- 폴라화이트 : 250개",스탠리 데일리 텀블러,STLD,2024.11.27 6:26오후,2024.12.2 4:56오후,2024.11.27,2024.12.1,recBzrI3FPjyHKgp4,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recBzrI3FPjyHKgp4,1361,김민정,PT3400-스탠리데일리텀블러_폴라화이트,,협력사,,,Product Parts,
SSU001362,,PT4391-스탠리데일리텀블러_매트블랙,품절예정,김민정,"체크파이널 인입건 제외하고 남은 수량은 아래와 같습니다.
현재 재입고 예정일이 내년으로 예상되어, 현재고 소진 후 일시 품절 예정입니다. 

스탠리 데일리텀블러
- 해머톤 그린 120개
- 매트블랙 : 130개
- 폴라화이트 : 250개",스탠리 데일리 텀블러,STLD,2024.11.27 6:27오후,2025.4.3 11:34오전,2024.11.27,2025.4.2,rec36X3VknUXJImhJ,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec36X3VknUXJImhJ,1362,김민정,PT4391-스탠리데일리텀블러_매트블랙,,협력사,,,Product Parts,
SSU001363,,PT4330-히트업손난로보조배터리_화이트,판매가능,정승윤,"국내 12/6 입하로 확정되었습니다. 일정 고려하여 발주 부탁드립니다.

내부확보재고 500개 +협력사 재고(정확한 수량미정) 입하됩니다.",히트업 손난로 보조배터리,HTUS,2024.11.28 5:53오후,2025.10.14 6:43오후,2024.11.28,2025.10.13,recnvehbqsffrVMPd,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recnvehbqsffrVMPd,1363,정승윤,PT4330-히트업손난로보조배터리_화이트,,협력사,,,Product Parts,
SSU001364,,PT4331-히트업손난로보조배터리_그레이,판매가능,정승윤,그레이 협력사 재고 500개 12/6 입하됩니다. 단 다른업체의 사전 발주가 들어갈 수 있으니 진행희망시 사전 문의부탁드립니다.,히트업 손난로 보조배터리,HTUS,2024.11.28 5:54오후,2025.10.14 6:43오후,2024.11.28,2025.10.13,recxsYfYysS6YXUWX,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recxsYfYysS6YXUWX,1364,정승윤,PT4331-히트업손난로보조배터리_그레이,,협력사,,,Product Parts,
SSU001365,,PT4332-히트업손난로보조배터리_핑크,판매가능,정승윤,핑크 협력사 재고 500개 12/6 입하됩니다. 단 다른업체의 사전 발주가 들어갈 수 있으니 진행희망시 사전 문의부탁드립니다.,히트업 손난로 보조배터리,HTUS,2024.11.28 5:55오후,2025.10.14 6:43오후,2024.11.28,2025.10.13,reca6IyslB6UtgeKO,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reca6IyslB6UtgeKO,1365,정승윤,PT4332-히트업손난로보조배터리_핑크,,협력사,,,Product Parts,
SSU001366,,,일시품절,김민정,재고소진으로 품절입니다. 추가생산여부는 미정입니다.,,,2024.11.29 11:48오전,2024.12.11 4:19오후,2024.11.29,2024.12.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1366,김민정,,,,,,,
SSU001367,,PT3400-스탠리데일리텀블러_폴라화이트,일시품절,김민정,재고 소진으로 일시품절입니다. (재입고 예상일은 내년입니다),스탠리 데일리 텀블러,STLD,2024.12.2 4:56오후,2025.5.8 4:28오후,2024.12.2,2025.5.7,recBzrI3FPjyHKgp4,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recBzrI3FPjyHKgp4,1367,김민정,PT3400-스탠리데일리텀블러_폴라화이트,,협력사,,,Product Parts,
SSU001368,,PT3401-스탠리데일리텀블러_해머톤그린,일시품절,김민정,재고소진으로 일시품절입니다. (재입고일은 내년으로 예정_,스탠리 데일리 텀블러,STLD,2024.12.2 4:56오후,2025.4.3 11:35오전,2024.12.2,2025.4.2,reccHYWlVSclIXjf7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reccHYWlVSclIXjf7,1368,김민정,PT3401-스탠리데일리텀블러_해머톤그린,,협력사,,,Product Parts,
SSU001369,,,일시품절,김민정,보유재고에 이슈가 발생하여 일시품절 처리합니다.,,,2024.12.4 11:25오전,2025.1.20 3:28오후,2024.12.4,2025.1.19,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1369,김민정,,,,,,,
SSU001370,,PT4478-스탠리슬림보틀_매트블랙,판매가능,정승윤,"일부 재고 확보하였습니다.

300개 확보완료",스탠리 슬림 보틀,STLS,2024.12.5 4:25오후,2025.2.21 11:29오전,2024.12.5,2025.2.20,recXEinwby7Rjczvw,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recXEinwby7Rjczvw,1370,정승윤,PT4478-스탠리슬림보틀_매트블랙,,협력사,,,Product Parts,
SSU001371,,PT4476-스탠리슬림보틀_폴라화이트,판매가능,정승윤,"일부 재고 확보하였습니다.

화이트 195개 확보완료",스탠리 슬림 보틀,STLS,2024.12.5 4:25오후,2025.2.21 11:48오전,2024.12.5,2025.2.20,recuJdsdoDVRHBztP,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuJdsdoDVRHBztP,1371,정승윤,PT4476-스탠리슬림보틀_폴라화이트,,협력사,,,Product Parts,
SSU001372,,PT4477-스탠리슬림보틀_해머톤그린,판매가능,정승윤,"일부 재고 확보하였습니다.

그린 600개 확보완료",스탠리 슬림 보틀,STLS,2024.12.5 4:25오후,2026.5.7 11:47오전,2024.12.5,2026.5.6,recsPKHhZzIPj9tx3,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recsPKHhZzIPj9tx3,1372,정승윤,PT4477-스탠리슬림보틀_해머톤그린,,협력사,,,Product Parts,
SSU001373,,PT2370-버티컬무선충전패드(15W)_블랙,일시품절,안다정,"12/6 기준 현재 협력사에 블랙 재고 1,200개 남아있으나 응대중인 건이 있어 일시 품절 공지 드립니다. 현재 아래 건들 진행예정에 있어 50개부족한 상황으로 CX파트 내부적으로 프로젝트 우선 순위 관련 의사결정 필요합니다. (재입고예정일: 1/9-1/15 2500개 입고 예정)

[발주예정 건]
PNA30331-팀스파르타 1,000개 (탁유림님_빅딜채널)
PNA30485-효성 150개 (현동원님_체크파이널)
PNA30504_원익그룹 건 100개 (채효경님_응대)",버티컬 무선충전패드,VWPD,2024.12.6 10:32오전,2025.1.3 11:21오전,2024.12.6,2025.1.2,rect9S1n0kLJJVTTv,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rect9S1n0kLJJVTTv,1373,안다정,PT2370-버티컬무선충전패드(15W)_블랙,,협력사,,,Product Parts,
SSU001374,,,판매가능,김민정,"재고입고 예정으로 판매재개 합니다. (1,000개)",,,2024.12.9 2:40오후,2026.1.8 12:00오후,2024.12.9,2026.1.7,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1374,김민정,,,,,,,
SSU001375,,PT1516-미니가든피규어세트(괴마옥),의도적 품절,안다정,식물 수급자체는 가능하나 겨울철 영하기온으로 인해 택배배송 과정에서 퀄리티이슈가 발생할 수 있어 12~2월 간 일시품절로 변경합니다. (고객사 배송방식이 퀵 또는 직접배송인 경우 건 별로 확인 후 진행 가능),미니가든 피규어 세트,ISGK,2024.12.9 6:26오후,2025.3.17 10:04오전,2024.12.9,2025.3.16,rec078denQY9WPeql,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec078denQY9WPeql,1375,안다정,PT1516-미니가든피규어세트(괴마옥),,협력사,,,Product Parts,
SSU001376,,PT1513-미니가든피규어세트(용신목),의도적 품절,안다정,식물 수급자체는 가능하나 겨울철 영하기온으로 인해 택배배송 과정에서 퀄리티이슈가 발생할 수 있어 12~2월 간 일시품절로 변경합니다. (고객사 배송방식이 퀵 또는 직접배송인 경우 건 별로 확인 후 진행 가능),미니가든 피규어 세트,ISGK,2024.12.9 6:28오후,2025.3.17 10:04오전,2024.12.9,2025.3.16,recWj6OwQH1wZY40s,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recWj6OwQH1wZY40s,1376,안다정,PT1513-미니가든피규어세트(용신목),,협력사,,,Product Parts,
SSU001377,,,일시품절,안다정,"협력사 재고입고 추가 지연으로 인한 일시품절 (이번 중국 폭설로 일부 수량만 입고되어 잔여수량은 언제 입하될지 예측이 어려운 상황으로 품절처리 합니다.) (3,000개중 1,300개 입하되었으나 고객프로젝트 인입 건으로 모두 소진됨)",,,2024.12.10 10:18오전,2024.12.19 7:54오후,2024.12.10,2024.12.18,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1377,안다정,,,,,,,
SSU001378,,PT1239-슬로건다이어리_블랙,일시품절,김민정,재고 수량 및 재입고일 확인 후 다시 판매재개 하겠습니다.,슬로건 다이어리,SLGN,2024.12.11 9:36오전,2025.1.21 4:34오후,2024.12.11,2025.1.20,recwEwAaCd1CXCxD1,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recwEwAaCd1CXCxD1,1378,김민정,PT1239-슬로건다이어리_블랙,,신시어리,,,Product Parts,
SSU001379,,,판매가능,김민정,"협력사에서 화이트 여분으로 생산해두신 것이 있다고 하여, 판매재개 하려고 합니다.
신시어리 재고 아니고 협력사 재고이기 때문에 수량이 많은 경우는 체크 재고를 통해 문의 부탁드립니다.
현재 가능한 수량은 1,000개 정도입니다.",,,2024.12.11 4:19오후,2025.5.9 11:54오전,2024.12.11,2025.5.8,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1379,김민정,,,,,,,
SSU001380,,,판매가능,안다정,"재고생산 건 1,700개 마저 입하되어 품절 해제 합니다. 프로젝트 발주로 인입된 건들 제외하고 현재 1,437개 사용 가능합니다. 이번 입하수량에서 뚜껑이 뿌연 불량 이슈가 있었으나 다행히 협력사에 있는 여분내에서 교체하여 해결하였습니다. 

또한, 위 수량 소진 후 바디 리뉴얼 버전으로 진행되며, 별도 파츠로 진행됩니다. 1) 신규파츠 2) 신규 기물 사진 3) 리뉴얼 항목 관련해서는 쓰레드로 별도 공유 드리겠습니다.",,,2024.12.19 7:54오후,2025.2.7 12:16오후,2024.12.19,2025.2.6,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1380,안다정,,,,,,,
SSU001381,,PT0501-미르텀블러_화이트,일시품절,안다정,협력사 재고소진으로 인해 일시품절 처리 (재입고예정일: 1월 둘째주),MiiR 텀블러,MIRT,2024.12.23 2:52오후,2025.2.13 11:37오전,2024.12.23,2025.2.12,recFoI68WKxoEUJUj,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recFoI68WKxoEUJUj,1381,안다정,PT0501-미르텀블러_화이트,,신시어리,,,Product Parts,
SSU001382,,PT0503-미르텀블러_블랙,일시품절,안다정,"협력사 재고 소진으로 일시품절 처리 합니다. (재입고예정일: 1월 둘째주 2,000개 입고 예상)",MiiR 텀블러,MIRT,2024.12.23 3:13오후,2025.1.2 11:36오전,2024.12.23,2025.1.1,recP5WdvOqABOkdLT,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recP5WdvOqABOkdLT,1382,안다정,PT0503-미르텀블러_블랙,,협력사,,,Product Parts,
SSU001383,,,일시품절,안다정,브랜디파이핸드스트랩 인쇄 용 헤드 기계에 고장이나서 현재 A/S가 필요하여 제작이 중단된 상황이라고 합니다. 1월 중에는 재개 예상되나 아직 확답주시기엔 어려움이 있으시다고 하시어 기계 고장 해결되는 대로 품절 재개될 예정입니다. 참고 부탁 드립니다.,,,2024.12.23 5:04오후,,2024.12.23,2026.9.3,,recneVGb9wExiEz1W,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1383,안다정,,,,,,,
SSU001384,,PT1236-슬로건다이어리_그레이,품절예정,이난영,,슬로건 다이어리,SLGN,2024.12.26 2:21오후,2025.1.21 4:33오후,2024.12.26,2025.1.20,recuLKG9FYarPEjVt,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuLKG9FYarPEjVt,1384,이난영,PT1236-슬로건다이어리_그레이,,신시어리,,,Product Parts,
SSU001385,,PT0503-미르텀블러_블랙,판매가능,안다정,"협력사 재고가 일정보다 빠르게 입고되어 판매재개 합니다. (현재 협력사 재고 1,200개)",MiiR 텀블러,MIRT,2025.1.2 11:36오전,,2025.1.2,2026.9.3,recP5WdvOqABOkdLT,recP5WdvOqABOkdLT,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recP5WdvOqABOkdLT,1385,안다정,PT0503-미르텀블러_블랙,,협력사,,,Product Parts,
SSU001386,checked,,판매가능,김민정,최초등록,,,2025.1.2 6:04오후,2025.1.2 6:05오후,2025.1.2,2025.1.1,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1386,김민정,,,,,,,
SSU001387,checked,,일시품절,김민정,12/11 부터 협력사과부하로 진행 불가 (~1/13),,,2025.1.2 6:05오후,2025.1.7 2:40오후,2025.1.2,2025.1.6,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1387,김민정,,,,,,,
SSU001388,checked,,판매가능,김민정,최초등록,,,2025.1.2 6:05오후,2025.1.2 6:06오후,2025.1.2,2025.1.1,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1388,김민정,,,,,,,
SSU001389,checked,,일시품절,김민정,협력사 과부화로 12/11부터 진행불가 (~1/13),,,2025.1.2 6:06오후,2025.1.7 2:39오후,2025.1.2,2025.1.6,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1389,김민정,,,,,,,
SSU001390,checked,,제품 철수(졸업),김민정,"현재 업체에 발주 문의드렸으나 자재(병) 수급으로 바로 진행이 불가하고, 병 생산 국가와 협의하여 차주 경 입하 일정이 예상됩니다. 중국 춘절 전후 진행 여부에 따라 1월 말/ 3월초 재개를 예측하나, 정확한 일정은 미정입니다.",,,2025.1.2 6:08오후,,2025.1.2,2026.9.3,,recnQtFDqeO67Y0OK,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1390,김민정,,,,,,,
SSU001391,checked,,제품 철수(졸업),김민정,판매기간: 2024-10-24~2024-12-26,,,2025.1.2 6:12오후,,2025.1.2,2026.9.3,,rec8i4xXcw9JDTLCG,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1391,김민정,,,,,,,
SSU001392,checked,,제품 철수(졸업),김민정,판매기간: 2024-10-24~2024-12-26,,,2025.1.2 6:13오후,,2025.1.2,2026.9.3,,recsDEbzRngtp0B1L,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1392,김민정,,,,,,,
SSU001393,,PT2370-버티컬무선충전패드(15W)_블랙,판매가능,안다정,"협력사 재고 2,500개 1/7~1/8 사이에 재입고예정으로 판매재개합니다.",버티컬 무선충전패드,VWPD,2025.1.3 11:21오전,2026.8.13 10:29오전,2025.1.3,2026.8.12,rect9S1n0kLJJVTTv,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rect9S1n0kLJJVTTv,1393,안다정,PT2370-버티컬무선충전패드(15W)_블랙,,협력사,,,Product Parts,
SSU001394,,PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,판매가능,김민정,재고 확보로 판매가능합니다.,레더라벨 캠핑체어,LTLB,2025.1.6 10:20오전,2025.10.10 12:46오후,2025.1.6,2025.10.9,recXHHuIeuzQkJCtk,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recXHHuIeuzQkJCtk,1394,김민정,PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,,신시어리,,,Product Parts,
SSU001395,,PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,판매가능,김민정,재고 확보로 판매가능합니다.,레더라벨 캠핑체어,LTLB,2025.1.6 10:20오전,,2025.1.6,2026.9.3,recN0rmhSkpMhaJNK,recN0rmhSkpMhaJNK,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recN0rmhSkpMhaJNK,1395,김민정,PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,,신시어리,,,Product Parts,
SSU001396,,PT2969-메시지캐리어파우치_실버,일시품절,정승윤,"기존 재고 품절입니다

현재 체크파이널 업로드 완료건
사전 홀딩된 [PNA31051-레이아웃] 과 현재 변경 예정인 네이버건
까지는 확보된 재고로 사용 가능합니다.

+ 현재 리뉴얼 중인 제품 약 1천개 곧 진행 준비가 완료됩니다.
현재 논의중인 건은 제게 공유주시면 안내드리겠습니다.",메시지 캐리어 파우치,MSGC,2025.1.7 10:32오전,2025.7.17 5:16오후,2025.1.7,2025.7.16,recWZPxXHsjnxuXpC,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recWZPxXHsjnxuXpC,1396,정승윤,PT2969-메시지캐리어파우치_실버,,신시어리,,,Product Parts,
SSU001397,,,판매가능,정승윤,협력사 과부하 해제로 품절해제하겠습니다.,,,2025.1.7 2:39오후,2025.11.3 11:33오전,2025.1.7,2025.11.2,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1397,정승윤,,,,,,,
