movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00109803,수량이슈,2025.1.31,2025.1.31,이난영,(주)주니어 빌리지,PNA23532-24년11월_재고생산,,48,48,,,,,,,"ㄴ 메시지캐리어파우치 48개
ㄴ 롤테이블커버(블랙) 10장 입고 ==> 기존 불량분과 교체예정",,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recebmrkzjPwXqZfl,5.상품
MM00108294,수량이슈,2025.1.24,2025.1.22,안다정,민영종합상사,PNA31183-25년1월_재고생산,쇼핑백,950,950,,,,,,,"950개 입하되었습니다. (50개 부족)

150x3박스
160x1박스
170x2박스","위 건 협력사 착오로 50개 덜 입하된게 맞는 것 같습니다. 금일 50개 출고해주시기로 하시어 mm 분리하여 업데이트 해두었습니다. 
MM00108294: 950개 (입하완료)
MM00109752: 50개 (1/24 이내 입하 예정)",,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recJ3VeRSgoFpOC0j,8.수익
MM00108292,수량이슈,2025.1.22,2025.1.22,문경선,비닐24,PNA31183-25년1월_재고생산,OPP,5000,5000,,,,,,,10000개 발주 / 5000개 입고입니다.,mm분리 / 5000개 mm 추가 해둠,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recw6UdBsrUVpjl6g,8.수익
MM00108235,수량이슈,2025.1.17,2025.1.15,정승윤,혜림봉투,PNA31183-25년1월_재고생산,OPP(버튼링),5100,5100,,,,,,,"약 4650개 입하되었습니다.

* +-180개x25묶음
* 100개짜리x1묶음

180개짜리 200개였으면 정수량이었을것 같습니다.",,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxWHur0Uyn0s7S3,8.수익
MM00104087,수량이슈,2025.1.14,2025.1.14,정승윤,(주)피알판촉,PNA23533-24년12월_재고생산,와이드클립 펜,1999,1999,,,,,,,"1개 부족하게 입고되었습니다.
-> 1999개 입고",추후 1개 추가 입고 예정 입하수량은 1999개로 입력 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recuSG6eJJpXfcW6p,5.상품
MM00087471,수량이슈,2025.1.13,2025.1.13,이난영,(주)주니어 빌리지,PNA23532-24년11월_재고생산,메시지캐리어파우치(2024ver),975,975,,,,,,,25개 누락박스발견,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUSLPZSvKeFrQJE,5.상품
MM00117508,수량이슈,,2025.3.19,,에이원지식산업센터,,,132,132,,,,,,,150개가 아닌 132장 택배1카톤 입고됨,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recYjhNvbdROgd8Ck,
MM00130836,수량이슈,,2025.6.2,,에이원지식산업센터,,,4199,4199,,,,,,,1개 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recZ9qxea2ohCqSyl,
MM00147505,수량이슈,,2025.7.7,,에이원지식산업센터,,,794,794,,,,,,,6장 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reccFL9ihFhTCYvbm,
MM00147515,수량이슈,,2025.7.7,,에이원지식산업센터,,,2856,2856,,,,,,,8개 부족 확인,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recVUKLPOpt0GpHG2,
MM00151808,수량이슈,,2025.7.30,,에이원지식산업센터,,,804,804,,,,,,,810개 입고예정중 804개 입고/ 6개 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recq9boqkoc77HJ37,
MM00151810,수량이슈,,2025.7.30,,에이원지식산업센터,,,897,897,,,,,,,900개 입고예정중 897개 입고 / 3장 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recY2bOkfsOfnu0ue,
MM00153474,수량이슈,,2025.8.8,,에이원지식산업센터,,,4972,4972,,,,,,,5000개가 아닌 4972개 입고됨 28장 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recyzdmoL7U1Y97Zs,
MM00175347,수량이슈,,2025.11.20,,에이원지식산업센터,,,4142,4142,,,,,,,"입하예정수량 4,160
실입고수량 4,142",,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recv44wscjXddRCPK,
MM00175784,수량이슈,,2025.11.20,,에이원지식산업센터,,,840,840,,,,,,,"입고예정수량 980개
실입고 수량 840개",,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUo6ij6c9skEJLK,
MM00187927,수량이슈,,2025.12.29,,디지탈준,,,139,139,,,,,,,수량부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recTbXLhBZIwDJO1Q,
MM00187929,수량이슈,,2025.12.29,,디지탈준,,,744,744,,,,,,,수량부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recx8sutFmKi94aiC,
MM00187931,수량이슈,,2025.12.29,,디지탈준,,,250,250,,,,,,,수량부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec6R05P82SlR15d6,
MM00187936,수량이슈,,2025.12.24,,와이이케이글래스주식회사,,,193,193,,,,,,,입고예정수량 부족,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUWxGJra7hWAuBE,
